simulation_id,sensor_id,sensor_x,sensor_y,sensor_noise,sensor_is_fault,RH,wind_type,wind_speed,stability_value,aerosol_type,source_x,source_y,source_h,emission_rate,real_concentration,wind_dir_cos,wind_dir_sin
1,9,363.0,358.0,0.0003,True,0.0,2,7.32,2,6,194.0,241.0,2.42,0.0085,sim_1_conc_real_2025-09-08.npy,0.7816866403466525,-0.0077043592849290205
2,0,361.0,478.0,0.0004,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,1,229.0,235.0,0.0001,True,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,2,204.0,0.0,0.0004,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,3,367.0,260.0,0.0003,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,4,408.0,261.0,0.0004,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,5,473.0,179.0,0.0005,True,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,6,56.0,182.0,0.0002,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,7,368.0,336.0,0.0005,True,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,8,353.0,81.0,0.0002,True,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
2,9,340.0,92.0,0.0,False,0.0,2,6.83,2,5,390.0,409.0,6.18,0.004,sim_2_conc_real_2025-09-08.npy,0.7919072373129994,-0.004524543336854187
3,0,335.0,253.0,0.0001,True,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,1,449.0,491.0,0.0002,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,2,256.0,294.0,0.0004,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,3,100.0,340.0,0.0004,True,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,4,316.0,334.0,0.0003,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,5,401.0,479.0,0.0003,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,6,84.0,397.0,0.0001,True,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,7,242.0,32.0,0.0,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,8,121.0,54.0,0.0001,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
3,9,276.0,129.0,0.0003,False,0.0,1,1.04,0,0,434.0,324.0,6.01,0.0044,sim_3_conc_real_2025-09-08.npy,9.470722870186243e-06,0.041173829887885045
4,0,271.0,235.0,0.0001,True,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,1,307.0,400.0,0.0001,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,2,266.0,65.0,0.0005,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,3,99.0,280.0,0.0001,True,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,4,345.0,338.0,0.0003,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,5,459.0,211.0,0.0004,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,6,276.0,320.0,0.0003,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,7,47.0,109.0,0.0003,True,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,8,461.0,234.0,0.0003,True,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
4,9,93.0,446.0,0.0,False,0.7,2,0.97,4,0,61.0,414.0,4.83,0.0098,sim_4_conc_real_2025-09-08.npy,0.7811714977325439,0.014789026176361778
5,0,347.0,306.0,0.0001,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,1,469.0,167.0,0.0003,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,2,207.0,36.0,0.0003,True,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,3,124.0,115.0,0.0002,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,4,422.0,103.0,0.0,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,5,371.0,192.0,0.0,True,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,6,181.0,238.0,0.0001,True,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,7,227.0,187.0,0.0005,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,8,427.0,39.0,0.0005,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
5,9,33.0,3.0,0.0,False,0.45,2,3.25,0,5,485.0,203.0,4.16,0.0011,sim_5_conc_real_2025-09-08.npy,0.7930575047476945,-0.025661816819459293
6,0,40.0,392.0,0.0001,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,1,306.0,272.0,0.0,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,2,299.0,313.0,0.0004,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,3,345.0,422.0,0.0002,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,4,236.0,266.0,0.0001,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,5,205.0,153.0,0.0003,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,6,123.0,43.0,0.0001,True,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,7,20.0,11.0,0.0003,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,8,184.0,40.0,0.0003,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
6,9,61.0,244.0,0.0005,False,0.19,1,2.32,1,5,100.0,284.0,5.96,0.0087,sim_6_conc_real_2025-09-08.npy,-0.02313294437497256,-0.010033199164798107
7,0,365.0,195.0,0.0,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,1,243.0,336.0,0.0,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,2,85.0,311.0,0.0002,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,3,262.0,361.0,0.0005,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,4,239.0,304.0,0.0002,True,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,5,40.0,445.0,0.0005,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,6,54.0,86.0,0.0001,True,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,7,115.0,95.0,0.0001,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,8,127.0,73.0,0.0003,True,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
7,9,41.0,107.0,0.0,False,0.8,2,2.74,0,2,464.0,256.0,2.09,0.0051,sim_7_conc_real_2025-09-08.npy,0.7738406512852578,-0.019175456683084437
8,0,226.0,356.0,0.0002,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,1,180.0,249.0,0.0002,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,2,192.0,3.0,0.0003,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,3,288.0,346.0,0.0001,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,4,38.0,432.0,0.0005,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,5,489.0,182.0,0.0003,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,6,221.0,303.0,0.0002,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,7,482.0,131.0,0.0003,True,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,8,78.0,29.0,0.0002,False,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
8,9,33.0,54.0,0.0004,True,0.18,1,3.32,5,6,126.0,24.0,9.68,0.0073,sim_8_conc_real_2025-09-08.npy,-0.060596526818475466,-0.032540084489259144
9,0,312.0,397.0,0.0003,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,1,470.0,302.0,0.0003,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,2,308.0,357.0,0.0001,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,3,292.0,262.0,0.0,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,4,270.0,377.0,0.0001,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,5,311.0,358.0,0.0002,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,6,16.0,343.0,0.0002,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,7,339.0,348.0,0.0004,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,8,391.0,303.0,0.0,False,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
9,9,70.0,186.0,0.0002,True,0.0,0,0.91,4,3,393.0,141.0,3.77,0.0008,sim_9_conc_real_2025-09-08.npy,1.0,0.0
10,0,464.0,368.0,0.0004,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,1,68.0,141.0,0.0001,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,2,385.0,374.0,0.0,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,3,455.0,498.0,0.0003,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,4,11.0,323.0,0.0002,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,5,466.0,96.0,0.0001,True,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,6,346.0,447.0,0.0003,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,7,158.0,149.0,0.0003,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,8,237.0,213.0,0.0003,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
10,9,231.0,271.0,0.0001,False,0.0,0,3.01,0,5,406.0,110.0,3.04,0.0083,sim_10_conc_real_2025-09-08.npy,1.0,0.0
11,0,278.0,95.0,0.0003,False,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,1,430.0,166.0,0.0002,True,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,2,162.0,198.0,0.0004,True,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,3,249.0,263.0,0.0004,True,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,4,426.0,498.0,0.0001,True,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,5,285.0,391.0,0.0002,False,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,6,292.0,5.0,0.0002,True,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,7,386.0,148.0,0.0003,False,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,8,288.0,70.0,0.0002,False,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
11,9,102.0,440.0,0.0005,False,0.8,0,6.04,2,6,275.0,335.0,7.21,0.0099,sim_11_conc_real_2025-09-08.npy,1.0,0.0
12,0,128.0,49.0,0.0001,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,1,479.0,43.0,0.0003,True,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,2,258.0,392.0,0.0001,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,3,366.0,495.0,0.0002,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,4,437.0,324.0,0.0004,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,5,282.0,318.0,0.0005,True,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,6,282.0,315.0,0.0,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,7,285.0,316.0,0.0001,True,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,8,331.0,342.0,0.0005,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
12,9,62.0,138.0,0.0001,False,0.5,0,7.67,2,2,236.0,343.0,4.1,0.0058,sim_12_conc_real_2025-09-08.npy,1.0,0.0
13,0,486.0,353.0,0.0001,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,1,339.0,35.0,0.0002,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,2,342.0,241.0,0.0004,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,3,216.0,183.0,0.0004,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,4,192.0,210.0,0.0001,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,5,204.0,356.0,0.0002,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,6,476.0,271.0,0.0002,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,7,334.0,343.0,0.0002,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,8,462.0,5.0,0.0001,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
13,9,301.0,225.0,0.0002,False,0.26,0,5.3,3,1,83.0,398.0,9.06,0.0006,sim_13_conc_real_2025-09-08.npy,1.0,0.0
14,0,460.0,393.0,0.0002,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,1,86.0,387.0,0.0,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,2,407.0,187.0,0.0003,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,3,159.0,358.0,0.0002,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,4,188.0,335.0,0.0005,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,5,312.0,239.0,0.0004,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,6,309.0,377.0,0.0002,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,7,46.0,491.0,0.0003,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,8,187.0,39.0,0.0004,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
14,9,281.0,279.0,0.0004,False,0.0,2,1.98,0,4,330.0,225.0,8.64,0.0001,sim_14_conc_real_2025-09-08.npy,0.8118925197921774,-0.02172659858065803
15,0,107.0,50.0,0.0001,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,1,177.0,400.0,0.0003,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,2,125.0,37.0,0.0005,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,3,297.0,9.0,0.0001,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,4,33.0,485.0,0.0001,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,5,481.0,381.0,0.0001,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,6,269.0,98.0,0.0003,True,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,7,130.0,338.0,0.0004,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,8,221.0,83.0,0.0003,True,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
15,9,424.0,235.0,0.0002,False,0.0,1,4.53,3,0,211.0,176.0,4.72,0.0098,sim_15_conc_real_2025-09-08.npy,-0.0182209099562543,-0.022416356407507818
16,0,323.0,179.0,0.0,True,0.99,0,2.98,4,4,293.0,256.0,7.83,0.0084,sim_16_conc_real_2025-09-08.npy,1.0,0.0
16,1,140.0,36.0,0.0001,False,0.99,0,2.98,4,4,293.0,256.0,7.83,0.0084,sim_16_conc_real_2025-09-08.npy,1.0,0.0
